Concepto,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022 R,2023 P
Millones de pesos a precios de 2018,,,,,,,,,,,,,,,,,,,,,
"a  PIBPM - Producto interno bruto, a precios de mercado",,,,,,,,,,,,,,,,,,,,,
Guanajuato,322100.684,352904.99999999994,367768.357,416999.884,440846.139,477522.003,483834.41799999995,532581.477,588734.5869999999,647244.281,686884.429,762441.925,852692.986,935441.9190000001,1059902.706,1120602.8439999998,1136018.989,1114265.2550000001,1233773.5289999999,1348256.1689999998,1406886.305
Guerrero,124027.46000000002,136072.90200000003,145247.128,154085.229,168547.084,174634.595,187150.47300000003,199598.08600000004,209210.94299999997,223043.25800000003,234827.04000000007,261210.581,271073.848,285110.79199999996,296004.206,317844.94200000004,331814.89,323118.86100000003,352506.11399999994,385748.9689999999,410058.37599999993
Hidalgo,118919.93000000001,142209.28300000002,137656.812,165572.146,173606.50199999998,194906.455,186408.47600000002,208255.637,224493.59600000002,256645.99500000005,255347.555,289811.11499999993,323224.06499999994,332116.514,376947.521,418630.444,420773.77199999994,393435.35899999994,441383.718,517530.286,544664.791
Jalisco,572336.4440000001,622182.667,663317.9720000001,725304.3480000001,788334.5130000002,845821.4139999999,852862.11,939738.3589999998,1005824.2340000002,1101848.484,1162392.1730000002,1263652.823,1379335.029,1524668.0049999997,1637501.433,1754179.5100000002,1846853.4969999997,1802881.6820000003,1977635.014,2226264.2860000003,2385008.623
México,745276.0639999999,808857.6480000002,876715.179,962092.4899999999,1041389.5259999998,1101413.5139999997,1122552.343,1246778.205,1366714.785,1470722.4540000001,1538948.308,1653825.2450000003,1767528.1409999998,1907660.787,2093946.6779999998,2243797.9699999997,2296052.6649999996,2228278.992,2469213.8549999995,2691712.3750000005,2886718.9899999998
Michoacán de Ocampo,194702.58700000003,211573.08500000002,224670.00900000002,247570.70700000002,273767.219,295672.7139999999,313887.408,330336.98699999996,373422.483,391811.873,407368.8129999999,446642.55000000005,473124.97400000005,523618.87,582788.3929999999,633756.559,666606.3259999999,660230.6719999999,725561.5850000001,824738.837,880181.6180000001
Morelos,112007.78099999999,120875.01300000002,132441.602,135514.589,144682.04400000002,145383.412,151480.75900000002,163373.154,172093.86000000002,184194.207,196418.434,204779.89100000003,220647.413,245268.773,263437.46400000004,273244.597,278427.00700000004,265814.01599999995,294408.37200000003,317630.152,337622.495
Nayarit,51533.443999999996,62606.106999999996,69128.017,72451.633,75566.569,85718.626,86660.15800000001,93322.734,100433.85199999998,105542.94599999998,110302.51400000001,115517.75899999999,122674.40700000002,135126.596,146157.277,155757.53799999997,164219.98200000002,155218.569,181235.05599999998,205702.911,218881.11500000002
Nuevo León,586904.0519999999,661531.8899999999,716734.067,810874.251,895399.4409999999,937797.0660000001,923239.037,1024860.873,1088836.25,1186169.3560000001,1202962.967,1305787.554,1439764.7079999999,1554614.2610000002,1712269.2170000004,1909026.435,1990431.5899999999,1902370.2909999997,2133136.3940000003,2343428.7029999997,2502822.6939999997
Oaxaca,138972.968,157600.34000000003,154393.684,188402.76899999997,190339.935,209040.26800000004,210853.99300000002,229199.93299999996,245436.07999999993,269068.665,264462.1879999999,286397.567,314532.0760000001,312862.956,333649.263,383159.64599999995,383193.363,388186.719,440132.1209999999,511669.5739999999,579906.753
Puebla,273250.08099999995,297157.661,329925.231,359257.637,390063.065,416183.439,421178.23,459442.018,509381.44000000006,562698.245,573288.0580000001,603496.6359999999,649219.142,705395.085,794537.4400000001,849556.0030000001,893657.6399999999,851645.809,921314.7960000001,1023122.372,1099139.4500000002
Querétaro,147463.42799999999,168260.812,190245.619,212982.93799999997,236093.57300000003,255436.88700000002,263300.929,298514.134,335645.42400000006,365133.66199999995,380030.00899999996,409014.724,462967.083,511494.9809999999,556324.848,611367.7499999999,632756.2180000001,603215.1350000001,657985.3200000002,716340.9289999999,765387.3200000001
Quintana Roo,105216.72299999997,118876.065,127367.157,142281.052,161194.25499999998,176787.643,172950.07300000003,186669.58599999998,197216.91499999998,218328.268,229985.21899999995,254909.06800000003,280488.453,318997.239,345319.7469999999,377340.667,396784.6539999999,320696.462,374285.338,429460.083,511382.169
San Luis Potosí,139659.503,161995.49,179099.44300000003,198986.044,216450.556,231302.314,233448.11599999998,258099.29,283101.93100000004,309419.04000000004,323119.01900000003,351323.60599999997,394731.5999999999,449922.813,515900.848,557795.9519999999,554595.952,554549.8960000001,604074.1579999999,675037.0800000001,748687.946
Sinaloa,176642.8,204213.704,210873.016,227331.67299999998,257424.364,286738.682,299460.52700000006,311112.26499999996,331830.90299999993,359979.6649999999,370401.79600000003,381361.52900000004,415580.21100000007,463631.61100000003,496177.11900000006,527714.0609999999,551322.709,539574.2289999999,602467.1740000001,660735.3539999999,691620.4119999999
Sonora,222618.23099999997,248195.24300000002,276035.3439999999,320263.434,349280.15299999993,371859.864,369690.73500000004,393453.30600000004,451674.79699999996,495186.114,522719.705,550140.622,614260.7579999999,697395.925,745562.811,782097.7390000001,804645.6770000003,806443.2440000001,919124.4480000001,1003513.5199999999,1067769.639
Tabasco,167407.568,206915.802,246188.64800000002,291562.204,329264.28400000004,393473.783,360228.49700000003,424309.60899999994,522753.3939999999,558895.51,539172.2710000001,552382.1410000001,416944.114,416897.87499999994,459110.824,471565.24999999994,482981.288,479298.39900000003,591530.512,722450.102,767010.176
Tamaulipas,277974.68,310251.933,338462.253,373009.1940000001,400482.179,433925.00399999996,405946.3449999999,430095.6180000001,446243.83400000003,487018.96800000005,496345.36,535486.3150000001,585839.219,620282.186,672458.68,732093.584,778270.2689999999,746847.182,813951.1039999999,902032.742,942713.9040000001
Tlaxcala,52408.932,58306.897999999994,59319.24200000001,64518.845,68356.323,72834.45099999999,74098.653,81445.046,87615.50999999998,94790.70000000001,97852.24900000001,105277.58999999998,115883.93100000001,124551.97600000001,136440.195,147752.939,153183.433,146824.447,161926.971,179091.41,188747.60999999996
Veracruz de Ignacio de la Llave,389490.25299999997,444424.01800000004,466457.751,536327.668,585106.173,628918.4720000001,652987.509,724718.4959999999,774778.2920000001,862228.503,857346.8750000001,884136.6539999999,918250.967,944063.831,970767.379,1029905.4,1099929.731,1056982.275,1162516.553,1258451.9980000001,1355925.78
Yucatán,110603.09800000001,121281.92399999998,134299.364,146676.34999999998,160017.756,171500.85099999997,181462.7,193314.43199999997,205197.013,222861.44800000006,235271.55699999997,255434.22300000003,272682.938,303104.5459999999,332961.86900000006,364797.901,382415.223,368329.337,412150.66299999994,459087.59900000005,506564.50800000003
Zacatecas,65494.863000000005,71373.761,75583.347,85628.14,93882.06700000002,102476.904,114645.405,130770.08499999999,145504.39599999998,155885.16499999998,145828.44800000003,159445.709,173323.68600000002,198636.33999999997,215322.63499999998,228388.21300000005,229165.83800000002,239281.53499999997,265309.67,287536.039,304920.279
Variación porcentual anual en valores corrientes,,,,,,,,,,,,,,,,,,,,,
"a  PIBPM - Producto interno bruto, a precios de mercado",,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,NA,11.972306778078,8.122594377112,11.205617614486,8.33298298926,7.313241463453,-1.381858521199,9.56169355911,9.308943617395,8.256820245124,2.570502986108,6.981506207549,6.014913858559,7.957805895365,8.562250972468,7.279219087864,3.909359424373,-4.120183319232,10.807910408716,10.588292891251,7.926242840537
Aguascalientes,NA,10.370442311244,6.754163639425,12.409211099286,14.287721028069,3.320353933188,-0.305858396287,11.302519549824,7.402939050823,10.948057553108,6.263147714877,12.969091385369,12.855160939653,13.975084924129,8.345269725983,10.594767164484,4.507809127982,1.636580178136,6.247168888826,3.568134027794,10.488868535097
Baja California,NA,7.523707811463,6.78910434057,12.389943946486,5.520561885255,0.98780181157,-5.342513932792,4.872179134324,3.95646577184,9.267746256377,1.864703662775,9.639576906313,14.005813414776,12.474722477669,8.783344694287,6.719529205608,6.464159493124,-1.435956618824,11.270574388024,11.351168362903,9.366280319856
Baja California Sur,NA,15.039865312646,11.521286632258,11.500203191353,14.159052875614,9.543990502122,1.485452652452,5.413313239912,7.374680648078,5.491213894376,1.989493585159,7.263809486153,11.390111820141,11.552172053792,10.692200338585,12.448501687196,0.241157824051,-11.46627680804,18.892817388228,12.767746522367,7.33310119057
Campeche,NA,37.954992490671,20.075073449816,12.008838550189,8.030416246397,13.391849719805,-28.506130490004,14.931588465991,27.965714194897,-1.797589132011,-8.592288085054,0.520669542543,-32.391529017295,-4.989021142973,17.620104497591,9.374705249291,12.900442050219,-27.696093028227,4.518017554084,1.520974288569,22.289241394201
Coahuila de Zaragoza,NA,10.343216029376,5.390334522641,12.584668883725,8.857208117859,6.204382456518,-10.316535124238,22.00012705075,14.189285076168,10.553910802767,-0.580669142802,9.90755617114,9.834285403302,9.633876943287,10.230178980381,8.366579135617,3.855313417037,-4.463683176224,12.973337452316,6.173704587876,2.597412289209
Colima,NA,6.003292948992,5.751067498906,10.724620478726,13.15040893057,7.083214787095,2.589901154313,9.850325282127,10.445261677193,6.280401087033,3.376514381048,5.974441800106,8.473020925384,5.980984155011,12.944004369757,9.741209816396,9.964385948923,-4.571688810706,4.782451634552,8.399141834047,12.101537186852
Chiapas,NA,4.150596547031,7.457642637562,10.315873993687,7.589932991141,10.499424639787,2.187940046446,11.112208473033,7.528359954274,8.087497895152,0.102663301942,7.044370398806,0.91554268703,8.011759406521,-0.339359429907,3.597633517904,2.842306783991,1.339921662643,10.292379600744,13.667779394075,7.724115934606
Chihuahua,NA,9.152790405525,7.400513621819,12.538536681909,11.252780659926,7.42618482268,-4.026778608413,6.922748721589,4.872111645709,14.631891228587,2.552692389515,8.827306325268,16.918546837732,9.439636410866,8.1118325806,3.724521616127,5.23051485215,-2.156509609747,10.854557542468,14.826284470032,10.336514133345
Ciudad de México,NA,10.454340888173,8.083226306594,8.886457820406,6.020123760823,5.389486473576,1.789661926358,6.877432805277,6.254589649814,6.764441311244,5.159776628054,5.142893424556,5.708413682451,5.822332690315,5.684667476128,5.600243602377,2.525553119288,-6.13410485495,9.280732637634,10.506580750351,9.868386772649
Durango,NA,11.956083425836,2.916953273953,6.497168521212,9.328158488827,11.764617678486,5.805281452248,4.489949799533,14.486582894898,9.537815786774,5.006984896747,5.978781331709,3.4672400472,8.835066636733,5.197770826952,3.657594957434,5.176776840967,-1.078059410839,13.164696861526,5.765043028838,7.029168650682
Guanajuato,NA,9.563567396833,4.211716184242,13.386558702765,5.718527969662,8.319425022797,1.321910814652,10.075153231451,10.543571720952,9.938212446146,6.124449325185,11.000030399583,11.837106281898,9.704422853081,13.305025621799,5.726953771925,1.375701041858,-1.914909364248,10.725298438925,9.279064375193,4.348590226996
Guerrero,NA,9.7119154097,6.742140327102,6.08487143374,9.385620603517,3.611756937901,7.166894967174,6.651125589194,4.81610680375,6.611659410187,5.283182332281,11.235307910026,3.775982949175,5.178273043883,3.820765227295,7.378522182215,4.395208529069,-2.62074706774,9.094873913906,9.43043359526,6.301872189839
Hidalgo,NA,19.584062150053,-3.201247417864,20.278933962237,4.852480440762,12.26909865392,-4.360029533142,11.720047000438,7.797128199704,14.322189840997,-0.505926461077,13.496726060291,11.529216193106,2.751171698803,13.498578092386,11.058017542978,0.51198569782,-6.497176112013,12.187099584001,17.251784534562,5.243075764652
Jalisco,NA,8.70925196579,6.611451456586,9.344896206129,8.690167813526,7.292196402925,0.832409286814,10.186435530592,7.03236963428,9.546822074283,5.494738149497,8.711401569288,9.154587707513,10.536452199388,7.400524417773,7.125372512575,5.283038963327,-2.380904336561,9.693000585936,12.572050466336,7.13052524798
México,NA,8.531279491085,8.389304492303,9.73831787621,8.24214270709,5.763836345709,1.919245472414,11.066375904397,9.619720614221,7.610049305203,4.638934682369,7.464639091698,6.875145747337,7.928170576154,9.765147570756,7.156404390542,2.328850266319,-2.951747319785,10.812598595823,9.010905213797,7.244704776453
Michoacán de Ocampo,NA,8.664752872544,6.190259975649,10.193037380437,10.581426339749,8.00150400768,6.160424394116,5.240598565203,13.042891863635,4.924553511686,3.970512654679,9.640830556167,5.92922102921,10.672422462315,11.300112809151,8.745569852144,5.183341542348,-0.956434667858,9.895164791738,13.669032932608,6.722465162629
Morelos,NA,7.916621435434,9.569048815738,2.320258101378,6.76492108167,0.484765061793,4.193977095544,7.850762749347,5.337906373528,7.031248529146,6.636596882767,4.256961441817,7.748574297268,11.158689633039,7.407665793639,3.722755621425,1.896619386769,-4.530088922013,10.757279254981,7.887608576566,6.294220770325
Nayarit,NA,21.486363302247,10.417370305424,4.807914568127,4.299331665858,13.434587720927,1.098398380767,7.688165073505,7.619920350812,5.087023845307,4.509603133496,4.728128862049,6.195279463481,10.150600524199,8.163219770592,6.568445442508,5.433087931834,-5.481314082716,16.761194983056,13.500619328305,6.406425624186
Nuevo León,NA,12.71550907609,8.344598020815,13.134604358076,10.423957832643,4.735051537742,-1.552364528298,11.007099128977,6.242347491785,8.93918676936,1.415785268356,8.547610343852,10.260256623644,7.976966816997,10.141098017369,11.491021157568,4.264223559586,-4.424231379889,12.130451368576,9.858362062149,6.801742711265
Oaxaca,NA,13.403593711836,-2.034675813517,22.027510529511,1.028204633234,9.824702840211,0.867643835971,8.700779026746,7.083835840388,9.628814557338,-1.712007973875,8.29433468954,9.823585198264,-0.530667657565,6.64390161934,14.83905061106,0.008799726263,1.303090419131,13.381550541919,16.25363148626,13.336180704777
Puebla,NA,8.749340498823,11.02699822368,8.890622251318,8.574745482724,6.696448944737,1.200141700016,9.084939646572,10.869580935891,10.466970488756,1.881970149027,5.269354136799,7.576265263557,8.652847608119,12.637223719811,6.924602948855,5.191139471002,-4.701110259629,8.180511929226,11.050248670922,7.429910642204
Querétaro,NA,14.103418238724,13.065910439087,11.951559841176,10.850932575641,8.193070973601,3.078663419508,13.373748863605,12.438704158645,8.785532556523,4.079696985045,7.62695427034,13.190810949877,10.481932686346,8.764478375204,9.894021846747,3.498461932282,-4.668635749384,9.079710010923,8.868831450525,6.846794454209
Quintana Roo,NA,12.982101714002,7.142810455578,11.709372613224,13.292847314623,9.673662377111,-2.170722984298,7.932643659537,5.650266455297,10.704636060249,5.339185395819,10.83715253892,10.03470971068,13.729187632548,8.251641325334,9.272831999382,5.152899939089,-19.176193240578,16.710155037507,14.741358904099,19.075599629128
San Luis Potosí,NA,15.993173769206,10.558289616581,11.10366434808,8.776752202783,6.861501432225,0.927704510557,10.559594321164,9.687218046977,9.295983572786,4.427645758322,8.728853871644,12.355558595741,13.981959640424,14.664300874204,8.12076664778,-0.573686486703,-0.008304424119,8.930533096701,11.747385823447,10.910640049581
Sinaloa,NA,15.608280665841,3.260952555858,7.805008583934,13.237350784816,11.387546052168,4.436738326083,3.890909468679,6.659537514537,8.482863333558,2.895199927474,2.958876851666,8.972767150826,11.562485105914,7.019691329891,6.355984746648,4.473757617006,-2.130962466848,11.656032037809,9.671594157261,4.674346213355
Sonora,NA,11.489181225234,11.217016355144,16.022618465844,9.060265993401,6.464641865866,-0.583318935436,6.427689079089,14.797560501372,9.633328511797,5.560251029172,5.245816589218,11.655226579505,13.534181683799,6.90667729382,4.900315233132,2.883007695282,0.223398577956,13.972614295967,9.181463096062,6.40311442939
Tabasco,NA,23.600028643866,18.980109600329,18.430401388776,12.93105878703,19.500900073328,-8.449174363416,17.789017952125,23.200932270191,6.913798440111,-3.528967158816,2.450027701814,-24.51890040377,-0.011089975478,10.125489126084,2.71272759189,2.420881945818,-0.762532439973,23.415916521766,22.132347756222,6.167910264895
Tamaulipas,NA,11.611580234574,9.092713694712,10.20702920157,7.365229984117,8.350639991898,-6.447809815541,5.948882973685,3.754564176936,9.137411184935,1.914995639348,7.885830744947,9.403210238902,5.879252512113,8.411735042154,8.868188600079,6.307483907686,-4.037554594033,8.984960192298,10.821490083021,4.509942943956
Tlaxcala,NA,11.253742014815,1.736233678561,8.76545758963,5.947840510784,6.551154016871,1.735719817535,9.914340818044,7.576229989483,8.189406190753,3.229798914872,7.588319201534,10.074642666117,7.479936972452,9.544785543988,8.291357249966,3.675388142364,-4.151223063397,10.286109914652,10.600111206922,5.391771721491
Veracruz de Ignacio de la Llave,NA,14.10401533206,4.957817783826,14.978830740879,9.094907443783,7.487922879939,3.827052006194,10.985047341847,6.907481494718,11.287127156629,-0.566164071707,3.124730465717,3.858488712764,2.81109031492,2.828574416596,6.091883831214,6.799103199187,-3.904563608891,9.984488907347,8.252393890859,7.74553039408
Yucatán,NA,9.655087599807,10.733207035865,9.215967694382,9.09581265146,7.176138003085,5.808629486043,6.531222118926,6.146763527723,8.608524433053,5.568531081248,8.56995476083,6.752703219412,11.156403192341,9.850503198985,9.561464829476,4.829337545996,-3.683400961264,11.897321662434,11.388295643722,10.341579494505
Zacatecas,NA,8.976120768433,5.897946165398,13.289690651037,9.639269286942,9.154929449945,11.874383909959,14.064828852059,11.267340691872,7.134333590856,-6.451362450045,9.337863213082,8.703888669716,14.604267070572,8.400424111721,6.067907352146,0.340483858508,4.414138288797,10.87761953717,8.377519371985,6.045934297648
Estructura porcentual en valores corrientes,,,,,,,,,,,,,,,,,,,,,
"a  PIBPM - Producto interno bruto, a precios de mercado",,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,100.,100.,100.,100.,100.,100.,100.,100.,100.,100.,100.,100.,100.,100.,100.,100.,100.,100.,100.,100.,100.
Aguascalientes,1.037688724414,1.022843654744,1.009898250454,1.020828516215,1.076940387492,1.036869825971,1.048182876953,1.064837456998,1.046270037091,1.072280046915,1.110883243231,1.173057615954,1.248745117282,1.318346826433,1.315711872431,1.356374975734,1.364186805262,1.446094563078,1.38657477346,1.298554830921,1.329388017438
Baja California,4.127054236024,3.963088611506,3.914211323574,3.955897199152,3.853198570709,3.626076785053,3.48044799479,3.331476118342,3.168345348559,3.197932054674,3.175926719665,3.25483603824,3.500170085186,3.646615968997,3.654042527395,3.634978903989,3.724351453346,3.828617439232,3.844603332055,3.871124706999,3.922776321273
Baja California Sur,0.609419893299,0.626115371392,0.645796488699,0.647507214607,0.682329686768,0.696513456376,0.716764505383,0.689625350529,0.677422169946,0.660116257477,0.656377036745,0.658109087414,0.691476719348,0.71449886674,0.728517058097,0.763620879543,0.736663583801,0.680222095449,0.729853320754,0.744237135067,0.740146952451
Campeche,3.83594584508,4.726060357955,5.248505623445,5.286414765882,5.271650164622,5.570255404556,4.038193247804,4.236115282869,4.959132342195,4.498550305785,4.008971179968,3.76686103489,2.402225363434,2.114138772292,2.290531202992,2.335272174067,2.537338909799,1.913432074039,1.804818143085,1.656838092978,1.877332779968
Coahuila de Zaragoza,3.559359098167,3.507573802812,3.418937351354,3.461335298463,3.478084758248,3.442145990967,3.130291997487,3.485671031485,3.641296584927,3.718560890158,3.6043192213,3.702900915465,3.836304357253,3.895863910273,3.955719158969,3.995813512845,3.993735184505,3.979427194438,4.05719383793,3.895234194706,3.702908005681
Colima,0.599634800278,0.567669499944,0.555218416202,0.552816932593,0.577399977926,0.576162317074,0.599366752112,0.600945736999,0.607192851566,0.596107475312,0.600791759816,0.595136240287,0.608935323309,0.59778507275,0.621912674655,0.636185180103,0.673257087402,0.670086667572,0.633649019974,0.621105617903,0.645134053497
Chiapas,1.832804646228,1.704775964267,1.694291627024,1.680735790554,1.669207715802,1.718767317855,1.780983589804,1.806188034239,1.776766206529,1.77398720167,1.731305184052,1.73232252905,1.648996936047,1.64982104667,1.514543230858,1.462567456322,1.447548246554,1.529982336085,1.522864134623,1.5652704276,1.562338950879
Chihuahua,3.316737007067,3.233219978938,3.211627397499,3.250122209968,3.337719717174,3.341232548134,3.251621316873,3.17330152271,3.044497737897,3.223783339896,3.223223554159,3.278835282079,3.61606346266,3.665697605745,3.650488842056,3.529529875652,3.574406079091,3.647611968375,3.649147514373,3.788991036968,3.873608976819
Ciudad de México,18.078027088662,17.832950165029,17.826457083322,17.45469166872,17.082042050925,16.775820160834,17.315323905954,16.89109858695,16.419120793748,16.192774315716,16.601542163245,16.316223618753,16.26905171406,15.947239653146,15.52453734892,15.281570278,15.07805893485,14.761349655911,14.557905651034,14.547149018422,14.808926473581
Durango,1.316893210085,1.316702409136,1.25330881207,1.200243680412,1.211269437031,1.261513152424,1.353450309918,1.290797452516,1.351938685505,1.367936083403,1.400430332969,1.387304266778,1.353965573001,1.364967842198,1.322665778975,1.27801409021,1.293602458049,1.334646539085,1.363033292982,1.303585317333,1.292750021749
Guanajuato,3.899744438969,3.815853445944,3.677831063898,3.74995991004,3.659460218814,3.693771815948,3.795042300464,3.812827724482,3.855893041069,3.915780893608,4.051458059717,4.203642140902,4.434500352567,4.506244803563,4.703109767458,4.635058618026,4.52204035686,4.626049085367,4.622600170701,4.567874305932,4.416453603989
Guerrero,1.501627973614,1.471314523728,1.452529531518,1.385644106029,1.399107975164,1.35084947091,1.467948403759,1.428951529334,1.370218494109,1.349395512271,1.385082939254,1.440156646608,1.409741951985,1.373446067355,1.313460437988,1.314676243685,1.320823276826,1.341479243552,1.32074062577,1.306912472977,1.287242463087
Hidalgo,1.439789974802,1.537665328008,1.376623327414,1.488942643733,1.441106162884,1.507658214077,1.462128416803,1.490932187514,1.470311603386,1.552689630705,1.506119320888,1.597842636888,1.680953465941,1.599883739431,1.672630476173,1.731547137882,1.674933250691,1.633409347088,1.653739849505,1.753385855237,1.709794722309
Jalisco,6.929404299894,6.727470208353,6.633445744391,6.522453199477,6.543958388715,6.542675061527,6.689577391563,6.727722655954,6.587604584575,6.666103305899,6.856150669638,6.967014908358,7.173345826499,7.344686115879,7.266090500734,7.25567037325,7.35159018248,7.484949493503,7.409638591217,7.542554348389,7.48694467432
México,9.023222645752,8.745929480736,8.767503397573,8.651820793433,8.644565996044,8.519754420023,8.804941251967,8.925865264939,8.951242452837,8.897764034742,9.077195904719,9.118188894937,9.192176191345,9.189652862222,9.291476489389,9.280839481752,9.139673643789,9.25105395383,9.251445357943,9.119486399858,9.061898208675
Michoacán de Ocampo,2.357307415424,2.287674828824,2.246790194151,2.226332096894,2.272539461088,2.287114584997,2.462032353686,2.364930206642,2.445715243121,2.370433376116,2.402787996096,2.462516007498,2.460525533174,2.522395847417,2.586008855307,2.621355832043,2.653495000963,2.74105244028,2.718473875342,2.794204416977,2.763038679932
Morelos,1.356103053404,1.306984414742,1.324469135848,1.218643686662,1.201004471981,1.124583048275,1.18816658494,1.169612008506,1.127121680698,1.114361575153,1.158537031717,1.12903206289,1.147495108798,1.18151764568,1.168951926473,1.13019945553,1.108307320815,1.103569082924,1.103064832138,1.076126809927,1.059854004927
Nayarit,0.623926839162,0.676940618957,0.691307893866,0.651536678046,0.627277475436,0.663058545641,0.679734539627,0.668110933043,0.657787396164,0.63852715819,0.650598543925,0.636894829406,0.63797839319,0.650936748376,0.648544166509,0.644247266277,0.653694518487,0.644414528706,0.679036452891,0.696918778061,0.687104768702
Nuevo León,7.105777561763,7.15294127898,7.167628116974,7.291958703119,7.432703486347,7.254133526219,7.241591479452,7.337127029507,7.131288380104,7.176238457654,7.095449834681,7.199320248633,7.487615366921,7.488944308446,7.597857834878,7.896151144862,7.923117540027,7.897992246657,7.992258244529,7.939505864198,7.856782931057
Oaxaca,1.682576554619,1.704084103288,1.543998759754,1.694251863846,1.58001025429,1.616987375421,1.653871227195,1.640875427952,1.60747354376,1.627845882003,1.559880261986,1.579022404484,1.635750058715,1.507134800213,1.480502973374,1.584832154212,1.525340569784,1.611618784956,1.649050469833,1.733529839463,1.820425190125
Puebla,3.308299350981,3.213074580172,3.299384626871,3.230700505724,3.237910334055,3.21930015284,3.303587217899,3.28921177261,3.336172858052,3.404283516007,3.38143132245,3.327314261977,3.376317808825,3.398054835557,3.525603598822,3.513949562314,3.557296094895,3.535742766906,3.451905745385,3.466325244667,3.450384276247
Querétaro,1.785372437441,1.819352514948,1.902532488212,1.915294247474,1.959810831668,1.975878740721,2.06524820503,2.137105805249,2.198295943955,2.209032137084,2.241535224694,2.255059006698,2.407698581433,2.463992208778,2.468582079937,2.528750818002,2.518751166624,2.504343387738,2.465284739101,2.426953719257,2.402680000401
Quintana Roo,1.273882207608,1.285370403566,1.273722650736,1.279492540478,1.338072201362,1.367503924466,1.356565011676,1.336394530331,1.291664099445,1.3208701652,1.356524372651,1.40541392755,1.458703383447,1.536685091183,1.532288450457,1.560763583525,1.579442100656,1.33142226957,1.402341213085,1.455005156783,1.605314953503
San Luis Potosí,1.690888586171,1.751607511211,1.791066258026,1.789424209186,1.796754307113,1.789190787124,1.831092295678,1.847770099186,1.854164490689,1.871962720287,1.905856500025,1.93698518779,2.052834312125,2.167384523727,2.289208531626,2.307166136746,2.207626193734,2.302301922876,2.263294875641,2.287016817857,2.35025784644
Sinaloa,2.138653567665,2.208100100926,2.108814730852,2.044328290586,2.136877554487,2.218007244608,2.348872517135,2.22729764486,2.173312895051,2.177850829546,2.184745028975,2.102596068839,2.161259236861,2.233423043592,2.201688363987,2.182740851844,2.194596713516,2.240128064078,2.257273961479,2.238562756806,2.171113223801
Sonora,2.695288310395,2.68365898264,2.760464144274,2.880036863875,2.899371712825,2.876444386847,2.899735788152,2.816789051426,2.958225565536,2.995840026559,3.083163444072,3.033141576076,3.194513843367,3.359520991338,3.308288316294,3.234927418488,3.202974826653,3.348077142822,3.443699131447,3.399890709985,3.351909144067
Tabasco,2.026840565012,2.237317057231,2.461985214224,2.621934965053,2.733220146846,3.043634347379,2.825517022122,3.037693781752,3.423751922562,3.381277245432,3.180205796918,3.045499951736,2.168352327145,2.008295592359,2.037213971129,1.950497080814,1.922556662426,1.989883387606,2.21629738479,2.447651517657,2.407774419335
Tamaulipas,3.365501119222,3.354658924212,3.384758270653,3.354364298999,3.324399314733,3.356536326998,3.184113187652,3.079116655964,2.922655696022,2.946429386402,2.927599351906,2.9523466192,3.046705280631,2.988045885728,2.983903115085,3.028099289494,3.097984803987,3.100654631109,3.049644382743,3.056075158437,2.959338081588
Tlaxcala,0.634526566604,0.63045459162,0.593216210046,0.580199399269,0.56742528196,0.5633956983,0.581206115317,0.583076848935,0.573834190752,0.573476850778,0.577163007538,0.580436751057,0.602663961489,0.599996304659,0.605426526554,0.611138492926,0.609762400748,0.609564998734,0.606694523907,0.606759359951,0.592510609753
Veracruz de Ignacio de la Llave,4.715644901175,4.805420497147,4.664764583386,4.823040319227,4.856961589213,4.86486761198,5.121825000737,5.188364397423,5.07437865969,5.216419823371,5.05689859901,4.874593034834,4.775440051416,4.547778591346,4.30758928745,4.259914139591,4.378383355784,4.388229700757,4.355620452236,4.263618946521,4.256479913508
Yucatán,1.339096244696,1.31138421849,1.343047500905,1.319018190065,1.32830609272,1.326609048075,1.423335332991,1.383965942684,1.343929424134,1.348295574975,1.387704838815,1.408309313567,1.418110157528,1.460126232967,1.477452797715,1.508883958238,1.522243103529,1.529177711408,1.544211867378,1.555382794354,1.590191502368
Zacatecas,0.792960836324,0.771742570555,0.755863782783,0.770029212217,0.779314275556,0.792688708379,0.899241859079,0.936201928068,0.952975076325,0.943093927011,0.860141555175,0.87908689116,0.901384155018,0.95687819494,0.955451837315,0.944663634033,0.912218174066,0.993415276268,0.994040232671,0.974168347809,0.957196228532
Contribución a la variación nacional en valores corrientes,,,,,,,,,,,,,,,,,,,,,
"a  PIBPM - Producto interno bruto, a precios de mercado",,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,NA,11.972306778078,8.122594377112,11.205617614486,8.33298298926,7.313241463453,-1.381858521199,9.56169355911,9.308943617395,8.256820245124,2.570502986108,6.981506207549,6.014913858559,7.957805895365,8.562250972468,7.279219087864,3.909359424373,-4.120183319232,10.807910408716,10.588292891251,7.926242840537
